Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
1716      	324.8   	-41.69	33   	25.3     	224     	-111.917440	40.880629	8884.9      	8873.5      	1506.2	111.2	-50.9   	-41.7     	4.3     	0.488961 	75         	49           	9647     
1717      	324.6   	-41.71	33   	25.3     	224     	-111.917231	40.880791	8889.3      	8877.8      	1506.8	111.2	-50.9   	-41.7     	4.3     	0.488694 	75         	49           	9636     
1718      	324.4   	-41.75	33   	25.3     	224     	-111.917022	40.880952	8893.6      	8882.1      	1507.4	111.1	-50.9   	-41.7     	4.3     	0.488469 	75         	49           	9625     
1719      	324.2   	-41.80	33   	25.3     	224     	-111.916814	40.881114	8897.9      	8886.4      	1508.0	111.1	-51.0   	-41.8     	4.3     	0.488279 	75         	50           	9614     
1720      	324.0   	-41.86	33   	25.3     	224     	-111.916605	40.881276	8902.2      	8890.7      	1508.7	111.0	-51.0   	-41.9     	4.3     	0.488087 	75         	50           	9604     
1721      	323.8   	-41.91	33   	25.4     	224     	-111.916397	40.881437	8906.5      	8895.0      	1509.3	111.0	-51.1   	-41.9     	4.3     	0.487888 	75         	50           	9593     
1722      	323.6   	-41.97	33   	25.4     	224     	-111.916186	40.881603	8910.9      	8899.4      	1510.0	110.9	-51.1   	-42.0     	4.4     	0.487683 	76         	50           	9582     
1723      	323.4   	-42.00	33   	25.5     	224     	-111.915972	40.881773	8915.4      	8903.8      	1510.6	110.9	-51.1   	-42.0     	4.5     	0.487441 	76         	50           	9571     
1724      	323.2   	-42.03	33   	25.5     	224     	-111.915757	40.881944	8919.8      	8908.2      	1511.2	110.8	-51.2   	-42.0     	4.5     	0.487173 	76         	50           	9560     
1725      	322.9   	-42.05	33   	25.6     	224     	-111.915543	40.882114	8924.3      	8912.7      	1511.9	110.8	-51.2   	-42.0     	4.5     	0.486910 	76         	50           	9550     
1726      	322.7   	-42.08	33   	25.6     	224     	-111.915329	40.882285	8928.7      	8917.1      	1512.5	110.7	-51.2   	-42.1     	4.5     	0.486653 	76         	50           	9539     
1727      	322.5   	-42.11	33   	25.7     	224     	-111.915114	40.882455	8933.2      	8921.6      	1513.2	110.7	-51.3   	-42.1     	4.5     	0.486393 	76         	50           	9528     
1728      	322.3   	-42.13	33   	25.7     	224     	-111.914900	40.882626	8937.6      	8926.0      	1513.8	110.6	-51.3   	-42.1     	4.5     	0.486114 	76         	51           	9518     
1729      	322.1   	-42.15	33   	25.8     	224     	-111.914686	40.882796	8942.1      	8930.4      	1514.4	110.5	-51.3   	-42.1     	4.5     	0.485836 	77         	51           	9507     
1730      	321.9   	-42.18	33   	25.8     	224     	-111.914472	40.882967	8946.5      	8934.9      	1515.1	110.5	-51.3   	-42.2     	4.5     	0.485591 	77         	51           	9497     
1731      	321.7   	-42.23	33   	25.9     	224     	-111.914257	40.883138	8951.0      	8939.3      	1515.7	110.4	-51.3   	-42.2     	4.5     	0.485356 	77         	51           	9486     
1732      	321.5   	-42.26	33   	25.9     	224     	-111.914043	40.883308	8955.4      	8943.8      	1516.4	110.4	-51.4   	-42.2     	4.5     	0.485106 	77         	51           	9476     
1733      	321.2   	-42.31	34   	26.0     	224     	-111.913829	40.883479	8959.9      	8948.2      	1517.0	110.3	-51.4   	-42.3     	4.5     	0.484887 	77         	51           	9466     
1734      	321.0   	-42.36	34   	26.0     	224     	-111.913615	40.883649	8964.3      	8952.6      	1517.7	110.3	-51.4   	-42.4     	4.5     	0.484684 	77         	51           	9456     
1735      	320.8   	-42.40	34   	26.1     	224     	-111.913400	40.883820	8968.8      	8957.1      	1518.3	110.2	-51.5   	-42.4     	4.5     	0.484455 	77         	51           	9445     
1736      	320.6   	-42.43	34   	26.1     	224     	-111.913186	40.883990	8973.2      	8961.5      	1519.0	110.2	-51.5   	-42.4     	4.5     	0.484187 	77         	52           	9435     
1737      	320.4   	-42.45	34   	26.1     	224     	-111.912972	40.884161	8977.7      	8966.0      	1519.6	110.1	-51.5   	-42.4     	4.5     	0.483913 	78         	52           	9425     
1738      	320.2   	-42.50	34   	26.2     	224     	-111.912757	40.884331	8982.1      	8970.4      	1520.3	110.1	-51.5   	-42.5     	4.5     	0.483696 	78         	52           	9415     
1739      	320.0   	-42.55	34   	26.2     	224     	-111.912543	40.884502	8986.6      	8974.8      	1520.9	110.1	-51.6   	-42.5     	4.5     	0.483486 	78         	52           	9406     
1740      	319.8   	-42.58	34   	26.3     	224     	-111.912329	40.884673	8991.1      	8979.3      	1521.6	110.0	-51.6   	-42.6     	4.5     	0.483241 	78         	52           	9396     
1741      	319.6   	-42.62	34   	26.4     	224     	-111.912115	40.884843	8995.5      	8983.7      	1522.2	110.0	-51.6   	-42.6     	4.5     	0.483010 	78         	52           	9386     
1742      	319.4   	-42.67	34   	26.4     	224     	-111.911900	40.885014	9000.0      	8988.2      	1522.9	109.9	-51.6   	-42.7     	4.5     	0.482795 	78         	52           	9376     
1743      	319.1   	-42.73	34   	26.5     	224     	-111.911686	40.885184	9004.4      	8992.6      	1523.6	109.9	-51.7   	-42.7     	4.5     	0.482597 	79         	52           	9367     
1744      	318.9   	-42.78	34   	26.6     	224     	-111.911472	40.885355	9008.9      	8997.0      	1524.2	109.8	-51.7   	-42.8     	4.5     	0.482392 	79         	53           	9357     
1745      	318.7   	-42.82	34   	26.6     	224     	-111.911257	40.885525	9013.3      	9001.5      	1524.9	109.8	-51.8   	-42.8     	4.5     	0.482159 	79         	53           	9348     
1746      	318.5   	-42.87	34   	26.7     	224     	-111.911043	40.885696	9017.8      	9005.9      	1525.5	109.7	-51.8   	-42.9     	4.5     	0.481941 	79         	53           	9338     
1747      	318.3   	-42.92	34   	26.7     	224     	-111.910829	40.885867	9022.2      	9010.4      	1526.2	109.7	-51.8   	-42.9     	4.5     	0.481722 	79         	53           	9329     
1748      	318.1   	-42.97	34   	26.8     	224     	-111.910615	40.886037	9026.7      	9014.8      	1526.8	109.6	-51.9   	-43.0     	4.5     	0.481509 	79         	53           	9320     
1749      	317.9   	-43.03	34   	26.9     	223     	-111.910400	40.886208	9031.1      	9019.2      	1527.5	109.6	-51.9   	-43.0     	4.5     	0.481315 	79         	53           	9310     
1750      	317.7   	-43.07	34   	26.9     	223     	-111.910186	40.886378	9035.6      	9023.7      	1528.1	109.5	-52.0   	-43.1     	4.5     	0.481085 	80         	53           	9301     
1751      	317.5   	-43.10	34   	27.0     	223     	-111.909972	40.886549	9040.0      	9028.1      	1528.8	109.5	-52.0   	-43.1     	4.5     	0.480822 	80         	53           	9292     
1752      	317.2   	-43.14	34   	27.1     	223     	-111.909756	40.886721	9044.6      	9032.7      	1529.5	109.4	-52.0   	-43.1     	4.6     	0.480588 	80         	53           	9283     
1753      	317.0   	-43.20	34   	27.1     	223     	-111.909533	40.886905	9050.1      	9038.2      	1530.3	109.4	-52.0   	-43.2     	5.5     	0.480316 	80         	54           	9274     
1754      	316.7   	-43.26	34   	27.2     	223     	-111.909309	40.887088	9055.6      	9043.7      	1531.1	109.3	-52.1   	-43.3     	5.5     	0.480053 	80         	54           	9266     
1755      	316.5   	-43.32	34   	27.3     	223     	-111.909085	40.887272	9061.1      	9049.2      	1531.9	109.3	-52.1   	-43.3     	5.5     	0.479796 	80         	54           	9257     
1756      	316.2   	-43.40	34   	27.3     	223     	-111.908862	40.887455	9066.6      	9054.6      	1532.7	109.2	-52.2   	-43.4     	5.5     	0.479557 	81         	54           	9249     
1757      	316.0   	-43.47	35   	27.4     	223     	-111.908638	40.887638	9072.1      	9060.1      	1533.5	109.2	-52.2   	-43.5     	5.5     	0.479315 	81         	54           	9240     
1758      	315.7   	-43.55	35   	27.4     	223     	-111.908415	40.887822	9077.6      	9065.6      	1534.3	109.1	-52.3   	-43.5     	5.5     	0.479102 	81         	54           	9232     
1759      	315.4   	-43.63	35   	27.5     	223     	-111.908191	40.888005	9083.1      	9071.1      	1535.1	109.1	-52.4   	-43.6     	5.5     	0.478884 	81         	54           	9224     
1760      	315.2   	-43.69	35   	27.6     	223     	-111.907968	40.888189	9088.6      	9076.5      	1536.0	109.0	-52.4   	-43.7     	5.5     	0.478608 	81         	55           	9216     
1761      	314.9   	-43.71	35   	27.6     	223     	-111.907744	40.888372	9094.1      	9082.0      	1536.7	109.0	-52.4   	-43.7     	5.5     	0.478272 	82         	55           	9207     
1762      	314.7   	-43.73	35   	27.7     	223     	-111.907521	40.888556	9099.6      	9087.5      	1537.5	108.9	-52.4   	-43.7     	5.5     	0.477906 	82         	55           	9199     
1763      	314.4   	-43.77	35   	27.7     	223     	-111.907297	40.888739	9105.1      	9093.0      	1538.3	108.8	-52.5   	-43.8     	5.5     	0.477598 	82         	55           	9192     
1764      	314.2   	-43.86	35   	27.8     	223     	-111.907073	40.888923	9110.6      	9098.5      	1539.2	108.8	-52.5   	-43.8     	5.5     	0.477399 	82         	55           	9184     
1765      	313.9   	-43.98	35   	27.9     	223     	-111.906850	40.889106	9116.0      	9103.9      	1540.0	108.8	-52.6   	-44.0     	5.5     	0.477269 	82         	55           	9176     
1766      	313.6   	-44.10	35   	27.9     	223     	-111.906626	40.889290	9121.5      	9109.4      	1540.8	108.8	-52.7   	-44.1     	5.5     	0.477128 	82         	55           	9168     
1767      	313.4   	-44.18	35   	28.0     	223     	-111.906403	40.889473	9127.0      	9114.9      	1541.7	108.7	-52.7   	-44.2     	5.5     	0.476907 	83         	55           	9161     
1768      	313.1   	-44.24	36   	28.0     	223     	-111.906179	40.889656	9132.5      	9120.4      	1542.5	108.7	-52.7   	-44.2     	5.5     	0.476644 	83         	56           	9153     
1769      	312.9   	-44.31	36   	28.1     	223     	-111.905956	40.889840	9138.0      	9125.9      	1543.3	108.6	-52.7   	-44.3     	5.5     	0.476394 	83         	56           	9146     
1770      	312.6   	-44.38	36   	28.2     	223     	-111.905732	40.890023	9143.5      	9131.3      	1544.1	108.6	-52.8   	-44.4     	5.5     	0.476156 	83         	56           	9138     
1771      	312.4   	-44.45	36   	28.2     	223     	-111.905509	40.890207	9149.0      	9136.8      	1545.0	108.6	-52.8   	-44.4     	5.5     	0.475904 	83         	56           	9131     
1772      	312.1   	-44.49	36   	28.3     	223     	-111.905285	40.890390	9154.5      	9142.3      	1545.8	108.5	-52.8   	-44.5     	5.5     	0.475593 	84         	56           	9124     
1773      	311.9   	-44.54	36   	28.3     	223     	-111.905062	40.890574	9160.0      	9147.8      	1546.6	108.5	-52.8   	-44.5     	5.5     	0.475313 	84         	56           	9117     
1774      	311.6   	-44.61	37   	28.4     	223     	-111.904838	40.890757	9165.5      	9153.2      	1547.4	108.4	-52.8   	-44.6     	5.5     	0.475077 	84         	56           	9110     
1775      	311.3   	-44.66	37   	28.4     	223     	-111.904614	40.890941	9171.0      	9158.7      	1548.2	108.4	-52.9   	-44.7     	5.5     	0.474793 	84         	56           	9103     
1776      	311.1   	-44.69	37   	28.5     	223     	-111.904391	40.891124	9176.5      	9164.2      	1549.0	108.3	-52.9   	-44.7     	5.5     	0.474454 	85         	57           	9096     
1777      	310.8   	-44.71	37   	28.6     	223     	-111.904167	40.891308	9182.0      	9169.7      	1549.8	108.2	-52.9   	-44.7     	5.5     	0.474120 	85         	57           	9089     
1778      	310.6   	-44.75	37   	28.6     	223     	-111.903944	40.891491	9187.5      	9175.2      	1550.6	108.2	-52.9   	-44.7     	5.5     	0.473812 	85         	57           	9082     
1779      	310.3   	-44.80	37   	28.7     	223     	-111.903720	40.891674	9193.0      	9180.6      	1551.4	108.1	-52.9   	-44.8     	5.5     	0.473528 	85         	57           	9076     
1780      	310.1   	-44.86	37   	28.7     	223     	-111.903497	40.891858	9198.5      	9186.1      	1552.2	108.1	-52.9   	-44.9     	5.5     	0.473272 	85         	57           	9069     
1781      	309.8   	-44.93	38   	28.8     	222     	-111.903273	40.892041	9203.9      	9191.6      	1553.1	108.0	-52.9   	-44.9     	5.5     	0.473030 	86         	57           	9063     
1782      	309.6   	-45.01	38   	28.9     	222     	-111.903050	40.892225	9209.3      	9197.0      	1553.9	108.0	-53.0   	-45.0     	5.4     	0.472807 	86         	57           	9056     
1783      	309.3   	-45.08	38   	28.9     	222     	-111.902821	40.892420	9214.3      	9202.0      	1554.6	108.0	-53.0   	-45.1     	5.0     	0.472589 	86         	57           	9049     
1784      	309.1   	-45.12	38   	29.0     	222     	-111.902589	40.892621	9219.3      	9206.9      	1555.3	107.9	-53.0   	-45.1     	5.0     	0.472313 	86         	58           	9042     
1785      	308.9   	-45.14	38   	29.0     	222     	-111.902358	40.892821	9224.3      	9211.9      	1556.1	107.9	-53.0   	-45.1     	5.0     	0.472019 	87         	58           	9035     
1786      	308.6   	-45.17	38   	29.1     	222     	-111.902127	40.893021	9229.3      	9216.9      	1556.8	107.8	-53.0   	-45.2     	5.0     	0.471720 	87         	58           	9029     
1787      	308.4   	-45.20	38   	29.1     	222     	-111.901896	40.893222	9234.3      	9221.9      	1557.5	107.7	-53.1   	-45.2     	5.0     	0.471428 	87         	58           	9022     
1788      	308.2   	-45.24	38   	29.2     	222     	-111.901665	40.893422	9239.3      	9226.8      	1558.2	107.7	-53.1   	-45.2     	5.0     	0.471156 	87         	58           	9015     
1789      	308.0   	-45.27	38   	29.2     	222     	-111.901434	40.893623	9244.3      	9231.8      	1558.9	107.6	-53.2   	-45.3     	5.0     	0.470866 	88         	58           	9009     
1790      	307.7   	-45.27	38   	29.3     	222     	-111.901203	40.893823	9249.3      	9236.8      	1559.6	107.5	-53.2   	-45.3     	5.0     	0.470525 	88         	58           	9002     
1791      	307.5   	-45.27	37   	29.3     	222     	-111.900971	40.894023	9254.3      	9241.8      	1560.3	107.4	-53.3   	-45.3     	5.0     	0.470171 	88         	58           	8996     
1792      	307.3   	-45.27	37   	29.4     	222     	-111.900740	40.894224	9259.2      	9246.7      	1561.0	107.3	-53.3   	-45.3     	5.0     	0.469832 	88         	59           	8990     
1793      	307.0   	-45.31	37   	29.5     	221     	-111.900509	40.894424	9264.2      	9251.7      	1561.7	107.2	-53.4   	-45.3     	5.0     	0.469545 	89         	59           	8983     
1794      	306.8   	-45.34	37   	29.5     	221     	-111.900278	40.894625	9269.2      	9256.7      	1562.4	107.2	-53.4   	-45.3     	5.0     	0.469274 	89         	59           	8977     
1795      	306.6   	-45.37	37   	29.6     	221     	-111.900047	40.894825	9274.2      	9261.7      	1563.1	107.1	-53.5   	-45.4     	5.0     	0.468977 	89         	59           	8971     
1796      	306.4   	-45.40	37   	29.6     	221     	-111.899816	40.895025	9279.2      	9266.6      	1563.9	107.0	-53.5   	-45.4     	5.0     	0.468699 	89         	59           	8965     
1797      	306.1   	-45.45	37   	29.7     	221     	-111.899584	40.895226	9284.2      	9271.6      	1564.6	107.0	-53.6   	-45.4     	5.0     	0.468441 	90         	59           	8960     
1798      	305.9   	-45.49	37   	29.7     	221     	-111.899353	40.895426	9289.2      	9276.6      	1565.3	106.9	-53.6   	-45.5     	5.0     	0.468177 	90         	59           	8954     
1799      	305.7   	-45.52	37   	29.8     	221     	-111.899122	40.895627	9294.2      	9281.6      	1566.0	106.9	-53.6   	-45.5     	5.0     	0.467897 	90         	59           	8948     
1800      	305.4   	-45.56	37   	29.8     	221     	-111.898891	40.895827	9299.2      	9286.5      	1566.8	106.8	-53.6   	-45.6     	5.0     	0.467622 	91         	60           	8943     
1801      	305.2   	-45.60	37   	29.9     	221     	-111.898660	40.896027	9304.1      	9291.5      	1567.5	106.8	-53.7   	-45.6     	5.0     	0.467354 	91         	60           	8937     
1802      	305.0   	-45.64	37   	29.9     	221     	-111.898429	40.896228	9309.1      	9296.5      	1568.2	106.7	-53.7   	-45.6     	5.0     	0.467082 	91         	60           	8932     
1803      	304.8   	-45.67	37   	30.0     	221     	-111.898197	40.896428	9314.1      	9301.5      	1569.0	106.6	-53.7   	-45.7     	5.0     	0.466797 	91         	60           	8927     
1804      	304.5   	-45.70	37   	30.0     	221     	-111.897966	40.896628	9319.1      	9306.4      	1569.7	106.6	-53.7   	-45.7     	5.0     	0.466514 	92         	60           	8922     
1805      	304.3   	-45.73	37   	30.1     	221     	-111.897735	40.896829	9324.1      	9311.4      	1570.4	106.5	-53.8   	-45.7     	5.0     	0.466231 	92         	60           	8917     
1806      	304.1   	-45.76	37   	30.1     	221     	-111.897504	40.897029	9329.1      	9316.4      	1571.1	106.5	-53.8   	-45.8     	5.0     	0.465940 	92         	60           	8912     
1807      	303.8   	-45.80	37   	30.2     	221     	-111.897273	40.897230	9334.1      	9321.4      	1571.9	106.4	-53.8   	-45.8     	5.0     	0.465682 	93         	60           	8907     
1808      	303.6   	-45.85	37   	30.2     	221     	-111.897042	40.897430	9339.1      	9326.3      	1572.6	106.3	-53.8   	-45.8     	5.0     	0.465426 	93         	61           	8902     
1809      	303.4   	-45.89	37   	30.3     	221     	-111.896811	40.897630	9344.1      	9331.3      	1573.3	106.3	-53.9   	-45.9     	5.0     	0.465152 	93         	61           	8898     
1810      	303.2   	-45.92	37   	30.3     	221     	-111.896579	40.897831	9349.0      	9336.3      	1574.0	106.2	-53.9   	-45.9     	5.0     	0.464877 	94         	61           	8893     
1811      	302.9   	-45.96	37   	30.4     	221     	-111.896348	40.898031	9354.0      	9341.3      	1574.8	106.2	-53.9   	-46.0     	5.0     	0.464613 	94         	61           	8889     
1812      	302.7   	-46.00	37   	30.4     	221     	-111.896117	40.898232	9359.0      	9346.2      	1575.5	106.1	-54.0   	-46.0     	5.0     	0.464346 	94         	61           	8885     
1813      	302.5   	-46.05	37   	30.5     	221     	-111.895877	40.898437	9363.7      	9350.9      	1576.2	106.1	-54.0   	-46.0     	4.7     	0.464132 	94         	61           	8880     
1814      	302.3   	-46.08	37   	30.5     	221     	-111.895635	40.898644	9368.0      	9355.2      	1576.8	106.0	-54.0   	-46.1     	4.3     	0.463903 	95         	61           	8875     
1815      	302.1   	-46.11	37   	30.6     	221     	-111.895392	40.898851	9372.3      	9359.5      	1577.4	106.0	-54.1   	-46.1     	4.3     	0.463651 	95         	61           	8870     
1816      	301.9   	-46.15	37   	30.6     	222     	-111.895150	40.899058	9376.6      	9363.8      	1578.0	105.9	-54.1   	-46.1     	4.3     	0.463431 	95         	62           	8865     
1817      	301.7   	-46.20	37   	30.7     	222     	-111.894908	40.899265	9381.0      	9368.1      	1578.7	105.9	-54.1   	-46.2     	4.3     	0.463235 	96         	62           	8860     
1818      	301.5   	-46.26	37   	30.7     	222     	-111.894665	40.899471	9385.3      	9372.4      	1579.3	105.8	-54.2   	-46.3     	4.3     	0.463048 	96         	62           	8855     
1819      	301.3   	-46.31	37   	30.8     	222     	-111.894423	40.899678	9389.6      	9376.7      	1580.0	105.8	-54.2   	-46.3     	4.3     	0.462858 	96         	62           	8851     
1820      	301.1   	-46.35	38   	30.8     	222     	-111.894181	40.899885	9393.9      	9381.0      	1580.6	105.8	-54.2   	-46.3     	4.3     	0.462629 	97         	62           	8846     
1821      	300.9   	-46.37	38   	30.9     	222     	-111.893938	40.900092	9398.2      	9385.3      	1581.2	105.7	-54.3   	-46.4     	4.3     	0.462378 	97         	62           	8842     
1822      	300.7   	-46.40	38   	30.9     	222     	-111.893696	40.900299	9402.6      	9389.6      	1581.9	105.7	-54.3   	-46.4     	4.3     	0.462134 	98         	62           	8837     
1823      	300.5   	-46.44	38   	31.0     	222     	-111.893454	40.900506	9406.9      	9393.9      	1582.5	105.6	-54.3   	-46.4     	4.3     	0.461921 	98         	62           	8833     
1824      	300.4   	-46.48	38   	31.0     	222     	-111.893211	40.900713	9411.2      	9398.3      	1583.1	105.6	-54.3   	-46.5     	4.3     	0.461705 	98         	62           	8829     
1825      	300.2   	-46.52	38   	31.0     	222     	-111.892969	40.900920	9415.5      	9402.6      	1583.8	105.6	-54.3   	-46.5     	4.3     	0.461482 	99         	63           	8825     
1826      	300.0   	-46.57	38   	31.0     	222     	-111.892726	40.901126	9419.8      	9406.9      	1584.4	105.5	-54.3   	-46.6     	4.3     	0.461284 	99         	63           	8821     
1827      	299.8   	-46.61	39   	31.0     	222     	-111.892484	40.901333	9424.2      	9411.2      	1585.1	105.5	-54.3   	-46.6     	4.3     	0.461060 	99         	63           	8818     
1828      	299.6   	-46.63	39   	31.0     	222     	-111.892242	40.901540	9428.5      	9415.5      	1585.7	105.4	-54.3   	-46.6     	4.3     	0.460801 	100        	63           	8814     
1829      	299.4   	-46.65	39   	31.0     	222     	-111.891999	40.901747	9432.8      	9419.8      	1586.3	105.4	-54.3   	-46.6     	4.3     	0.460553 	100        	63           	8811     
1830      	299.2   	-46.69	39   	31.0     	222     	-111.891757	40.901954	9437.1      	9424.1      	1587.0	105.4	-54.3   	-46.7     	4.3     	0.460323 	100        	63           	8807     
1831      	299.0   	-46.72	39   	31.0     	222     	-111.891515	40.902161	9441.4      	9428.4      	1587.6	105.3	-54.3   	-46.7     	4.3     	0.460096 	101        	63           	8804     
1832      	298.8   	-46.78	39   	31.0     	222     	-111.891272	40.902368	9445.7      	9432.7      	1588.3	105.3	-54.3   	-46.8     	4.3     	0.459916 	101        	63           	8801     
1833      	298.6   	-46.84	39   	31.0     	222     	-111.891030	40.902575	9450.1      	9437.0      	1588.9	105.3	-54.3   	-46.8     	4.3     	0.459743 	102        	63           	8798     
1834      	298.4   	-46.89	39   	31.0     	222     	-111.890788	40.902781	9454.4      	9441.3      	1589.6	105.2	-54.4   	-46.9     	4.3     	0.459533 	102        	63           	8795     
1835      	298.2   	-46.93	40   	31.0     	222     	-111.890545	40.902988	9458.7      	9445.6      	1590.2	105.2	-54.4   	-46.9     	4.3     	0.459320 	102        	64           	8792     
1836      	298.0   	-46.97	40   	31.0     	222     	-111.890303	40.903195	9463.0      	9449.9      	1590.8	105.1	-54.4   	-47.0     	4.3     	0.459106 	103        	64           	8789     
1837      	297.8   	-47.03	40   	31.0     	222     	-111.890061	40.903402	9467.3      	9454.2      	1591.5	105.1	-54.4   	-47.0     	4.3     	0.458916 	103        	64           	8786     
1838      	297.6   	-47.08	40   	31.0     	222     	-111.889818	40.903609	9471.7      	9458.5      	1592.1	105.1	-54.4   	-47.1     	4.3     	0.458720 	104        	64           	8784     
1839      	297.4   	-47.11	40   	31.0     	222     	-111.889576	40.903816	9476.0      	9462.9      	1592.8	105.0	-54.4   	-47.1     	4.3     	0.458497 	104        	64           	8781     
1840      	297.2   	-47.16	40   	31.0     	222     	-111.889333	40.904023	9480.3      	9467.2      	1593.4	105.0	-54.5   	-47.2     	4.3     	0.458292 	104        	64           	8779     
1841      	297.1   	-47.21	40   	31.0     	222     	-111.889091	40.904230	9484.6      	9471.5      	1594.1	105.0	-54.5   	-47.2     	4.3     	0.458093 	105        	64           	8777     
1842      	296.9   	-47.25	40   	31.0     	222     	-111.888849	40.904436	9488.9      	9475.8      	1594.7	104.9	-54.5   	-47.2     	4.3     	0.457880 	105        	64           	8775     
1843      	296.7   	-47.27	41   	31.0     	221     	-111.888601	40.904642	9493.2      	9480.0      	1595.3	104.9	-54.5   	-47.3     	4.3     	0.457632 	106        	64           	8773     
1844      	296.5   	-47.30	41   	31.0     	222     	-111.888353	40.904848	9497.5      	9484.3      	1595.9	104.8	-54.5   	-47.3     	4.2     	0.457391 	106        	64           	8770     
1845      	296.3   	-47.35	41   	31.0     	222     	-111.888105	40.905053	9501.7      	9488.5      	1596.6	104.8	-54.5   	-47.3     	4.2     	0.457199 	106        	65           	8768     
1846      	296.1   	-47.38	41   	31.0     	222     	-111.887856	40.905259	9505.9      	9492.7      	1597.2	104.8	-54.5   	-47.4     	4.2     	0.456979 	107        	65           	8766     
1847      	295.9   	-47.41	41   	31.0     	222     	-111.887608	40.905464	9510.2      	9497.0      	1597.8	104.7	-54.5   	-47.4     	4.2     	0.456730 	107        	65           	8764     
1848      	295.7   	-47.44	41   	31.0     	222     	-111.887359	40.905669	9514.4      	9501.2      	1598.5	104.7	-54.5   	-47.4     	4.2     	0.456502 	108        	65           	8763     
1849      	295.5   	-47.45	41   	31.0     	222     	-111.887111	40.905875	9518.7      	9505.4      	1599.1	104.6	-54.5   	-47.4     	4.2     	0.456237 	108        	65           	8761     
1850      	295.3   	-47.47	42   	31.0     	222     	-111.886863	40.906080	9522.9      	9509.7      	1599.7	104.6	-54.5   	-47.5     	4.2     	0.455973 	109        	65           	8760     
1851      	295.2   	-47.51	42   	31.0     	222     	-111.886614	40.906286	9527.2      	9513.9      	1600.3	104.6	-54.5   	-47.5     	4.2     	0.455778 	109        	65           	8758     
1852      	295.0   	-47.57	42   	31.0     	222     	-111.886366	40.906491	9531.4      	9518.1      	1601.0	104.5	-54.5   	-47.6     	4.2     	0.455605 	110        	65           	8757     
1853      	294.8   	-47.62	42   	31.0     	222     	-111.886118	40.906697	9535.7      	9522.4      	1601.6	104.5	-54.6   	-47.6     	4.2     	0.455410 	110        	65           	8756     
1854      	294.6   	-47.65	42   	31.0     	222     	-111.885869	40.906902	9539.9      	9526.6      	1602.2	104.5	-54.6   	-47.6     	4.2     	0.455173 	110        	65           	8755     
1855      	294.4   	-47.68	42   	31.0     	222     	-111.885621	40.907108	9544.2      	9530.9      	1602.9	104.4	-54.6   	-47.7     	4.2     	0.454950 	111        	65           	8754     
1856      	294.2   	-47.75	42   	31.0     	223     	-111.885372	40.907313	9548.4      	9535.1      	1603.5	104.4	-54.7   	-47.7     	4.2     	0.454789 	111        	65           	8753     
1857      	294.0   	-47.79	42   	31.0     	223     	-111.885124	40.907518	9552.7      	9539.3      	1604.1	104.3	-54.7   	-47.8     	4.2     	0.454589 	112        	66           	8752     
1858      	293.8   	-47.80	42   	31.0     	223     	-111.884876	40.907724	9556.9      	9543.6      	1604.7	104.3	-54.7   	-47.8     	4.2     	0.454309 	112        	66           	8752     
1859      	293.6   	-47.83	42   	31.0     	223     	-111.884627	40.907929	9561.2      	9547.8      	1605.3	104.2	-54.7   	-47.8     	4.2     	0.454083 	113        	66           	8751     
1860      	293.4   	-47.87	42   	31.0     	223     	-111.884379	40.908135	9565.4      	9552.0      	1606.0	104.2	-54.8   	-47.9     	4.2     	0.453877 	113        	66           	8751     
1861      	293.3   	-47.85	42   	31.0     	223     	-111.884131	40.908340	9569.7      	9556.3      	1606.6	104.1	-54.7   	-47.8     	4.2     	0.453544 	114        	66           	8750     
1862      	293.1   	-47.83	42   	31.1     	223     	-111.883882	40.908546	9573.9      	9560.5      	1607.1	104.0	-54.7   	-47.8     	4.2     	0.453196 	114        	66           	8750     
1863      	292.9   	-47.86	42   	31.1     	223     	-111.883634	40.908751	9578.2      	9564.7      	1607.8	104.0	-54.7   	-47.9     	4.2     	0.452980 	115        	66           	8750     
1864      	292.7   	-47.93	42   	31.1     	223     	-111.883385	40.908957	9582.4      	9569.0      	1608.4	104.0	-54.8   	-47.9     	4.2     	0.452829 	115        	66           	8750     
1865      	292.5   	-47.97	42   	31.1     	223     	-111.883137	40.909162	9586.7      	9573.2      	1609.0	103.9	-54.8   	-48.0     	4.2     	0.452607 	116        	66           	8750     
1866      	292.3   	-47.99	42   	31.1     	223     	-111.882889	40.909368	9590.9      	9577.5      	1609.6	103.9	-54.8   	-48.0     	4.2     	0.452372 	116        	66           	8751     
1867      	292.1   	-48.05	42   	31.0     	223     	-111.882640	40.909573	9595.2      	9581.7      	1610.3	103.8	-54.9   	-48.0     	4.2     	0.452187 	117        	66           	8751     
1868      	291.9   	-48.11	43   	31.0     	223     	-111.882392	40.909778	9599.4      	9585.9      	1610.9	103.8	-54.9   	-48.1     	4.2     	0.452026 	117        	66           	8752     
