Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
457       	684.0   	-3.52 	6    	20.9     	068     	-111.943438	40.876292	3411.5      	3410.2      	732.8 	197.2	-35.2   	-3.5      	3.3     	0.883969 	76         	12           	8737     
458       	683.8   	-3.53 	6    	20.9     	068     	-111.943663	40.876226	3414.8      	3413.5      	733.2 	197.1	-35.2   	-3.5      	3.3     	0.883640 	76         	12           	8758     
459       	683.5   	-3.56 	6    	20.8     	069     	-111.943889	40.876160	3418.1      	3416.8      	733.7 	197.1	-35.2   	-3.5      	3.3     	0.883352 	76         	12           	8778     
460       	683.2   	-3.59 	6    	20.7     	069     	-111.944114	40.876094	3421.4      	3420.1      	734.2 	197.0	-35.2   	-3.5      	3.3     	0.883103 	76         	12           	8799     
461       	682.9   	-3.62 	6    	20.6     	069     	-111.944340	40.876028	3424.7      	3423.4      	734.6 	196.9	-35.1   	-3.6      	3.3     	0.882832 	76         	12           	8819     
462       	682.6   	-3.64 	6    	20.5     	069     	-111.944566	40.875962	3428.0      	3426.7      	735.1 	196.9	-35.1   	-3.6      	3.3     	0.882506 	76         	12           	8840     
463       	682.3   	-3.65 	7    	20.4     	069     	-111.944791	40.875896	3431.3      	3429.9      	735.5 	196.8	-35.0   	-3.6      	3.3     	0.882171 	76         	12           	8860     
464       	682.1   	-3.66 	7    	20.3     	069     	-111.945017	40.875830	3434.6      	3433.2      	736.0 	196.7	-34.9   	-3.6      	3.3     	0.881856 	76         	12           	8881     
465       	681.8   	-3.67 	7    	20.3     	069     	-111.945242	40.875765	3437.9      	3436.5      	736.4 	196.7	-34.7   	-3.6      	3.3     	0.881511 	75         	12           	8901     
466       	681.5   	-3.67 	7    	20.2     	069     	-111.945468	40.875699	3441.2      	3439.8      	736.9 	196.6	-34.7   	-3.6      	3.3     	0.881158 	75         	12           	8922     
467       	681.2   	-3.68 	7    	20.1     	069     	-111.945693	40.875633	3444.5      	3443.1      	737.3 	196.5	-34.7   	-3.6      	3.3     	0.880808 	75         	12           	8942     
468       	680.9   	-3.68 	7    	20.0     	070     	-111.945919	40.875567	3447.8      	3446.4      	737.7 	196.4	-34.7   	-3.6      	3.3     	0.880454 	75         	12           	8963     
469       	680.6   	-3.68 	7    	19.9     	070     	-111.946145	40.875501	3451.1      	3449.7      	738.2 	196.3	-34.8   	-3.6      	3.3     	0.880075 	75         	12           	8983     
470       	680.3   	-3.66 	7    	19.8     	070     	-111.946370	40.875435	3454.4      	3453.0      	738.6 	196.2	-35.0   	-3.6      	3.3     	0.879648 	75         	12           	9004     
471       	680.1   	-3.64 	6    	19.8     	070     	-111.946596	40.875369	3457.7      	3456.3      	739.0 	196.1	-35.1   	-3.6      	3.3     	0.879210 	75         	12           	9024     
472       	679.8   	-3.63 	6    	19.7     	070     	-111.946821	40.875303	3461.0      	3459.6      	739.4 	196.0	-35.4   	-3.6      	3.3     	0.878790 	75         	12           	9045     
473       	679.5   	-3.61 	6    	19.6     	070     	-111.947047	40.875238	3464.3      	3463.0      	739.8 	195.9	-35.6   	-3.6      	3.3     	0.878375 	75         	12           	9065     
474       	679.2   	-3.60 	6    	19.5     	070     	-111.947272	40.875172	3467.6      	3466.3      	740.3 	195.8	-35.8   	-3.6      	3.3     	0.877976 	75         	12           	9086     
475       	678.9   	-3.60 	6    	19.4     	070     	-111.947498	40.875106	3470.9      	3469.6      	740.7 	195.8	-35.9   	-3.6      	3.3     	0.877618 	75         	12           	9106     
476       	678.6   	-3.62 	6    	19.3     	070     	-111.947723	40.875040	3474.2      	3472.9      	741.1 	195.7	-36.1   	-3.6      	3.3     	0.877316 	75         	12           	9127     
477       	678.4   	-3.65 	6    	19.3     	071     	-111.947949	40.874974	3477.5      	3476.2      	741.6 	195.6	-36.2   	-3.6      	3.3     	0.877041 	75         	12           	9147     
478       	678.1   	-3.68 	6    	19.2     	071     	-111.948171	40.874911	3480.8      	3479.5      	742.0 	195.6	-36.3   	-3.6      	3.3     	0.876752 	75         	12           	9167     
479       	677.8   	-3.70 	6    	19.1     	071     	-111.948377	40.874865	3484.2      	3482.8      	742.5 	195.5	-36.4   	-3.7      	3.3     	0.876445 	75         	12           	9186     
480       	677.5   	-3.71 	6    	19.1     	071     	-111.948583	40.874818	3487.5      	3486.1      	742.9 	195.4	-36.5   	-3.7      	3.3     	0.876140 	75         	12           	9204     
481       	677.2   	-3.74 	6    	19.0     	071     	-111.948789	40.874772	3490.8      	3489.4      	743.4 	195.3	-36.6   	-3.7      	3.3     	0.875851 	75         	12           	9222     
482       	676.9   	-3.76 	6    	18.9     	071     	-111.948994	40.874725	3494.1      	3492.7      	743.9 	195.3	-36.7   	-3.7      	3.3     	0.875554 	75         	12           	9241     
483       	676.6   	-3.78 	5    	18.9     	072     	-111.949200	40.874679	3497.4      	3496.0      	744.3 	195.2	-36.8   	-3.7      	3.3     	0.875257 	75         	12           	9259     
484       	676.4   	-3.81 	5    	18.8     	072     	-111.949406	40.874633	3500.7      	3499.3      	744.8 	195.1	-36.8   	-3.8      	3.3     	0.874966 	75         	12           	9278     
485       	676.1   	-3.82 	5    	18.7     	072     	-111.949612	40.874586	3504.0      	3502.6      	745.2 	195.1	-36.9   	-3.8      	3.3     	0.874664 	75         	12           	9296     
486       	675.8   	-3.84 	5    	18.7     	072     	-111.949818	40.874540	3507.3      	3505.9      	745.7 	195.0	-37.0   	-3.8      	3.3     	0.874342 	75         	12           	9314     
487       	675.5   	-3.85 	5    	18.6     	072     	-111.950023	40.874493	3510.6      	3509.2      	746.1 	194.9	-37.1   	-3.8      	3.3     	0.874018 	75         	12           	9333     
488       	675.2   	-3.84 	5    	18.5     	073     	-111.950229	40.874447	3513.9      	3512.5      	746.5 	194.8	-37.3   	-3.8      	3.3     	0.873600 	75         	12           	9351     
489       	675.0   	-3.78 	5    	18.5     	073     	-111.950435	40.874400	3517.2      	3515.8      	746.9 	194.7	-37.5   	-3.7      	3.3     	0.873050 	75         	12           	9370     
490       	674.7   	-3.70 	5    	18.4     	073     	-111.950641	40.874354	3520.5      	3519.1      	747.3 	194.6	-37.7   	-3.7      	3.3     	0.872431 	75         	12           	9388     
491       	674.4   	-3.63 	5    	18.3     	073     	-111.950847	40.874307	3523.8      	3522.4      	747.7 	194.4	-38.0   	-3.6      	3.3     	0.871838 	75         	12           	9406     
492       	674.1   	-3.57 	5    	18.2     	073     	-111.951053	40.874261	3527.2      	3525.7      	748.0 	194.3	-38.3   	-3.5      	3.3     	0.871275 	75         	12           	9425     
493       	673.8   	-3.51 	4    	18.2     	073     	-111.951258	40.874214	3530.5      	3529.0      	748.4 	194.1	-38.7   	-3.5      	3.3     	0.870695 	75         	12           	9443     
494       	673.5   	-3.46 	4    	18.1     	074     	-111.951464	40.874168	3533.8      	3532.3      	748.8 	194.0	-39.0   	-3.4      	3.3     	0.870129 	75         	12           	9462     
495       	673.2   	-3.40 	4    	18.0     	074     	-111.951670	40.874121	3537.1      	3535.6      	749.2 	193.9	-39.3   	-3.4      	3.3     	0.869562 	75         	12           	9480     
496       	672.9   	-3.36 	4    	18.0     	074     	-111.951876	40.874075	3540.7      	3539.3      	749.6 	193.7	-39.6   	-3.3      	3.6     	0.869027 	75         	12           	9498     
497       	672.6   	-3.33 	4    	17.9     	074     	-111.952082	40.874028	3544.6      	3543.1      	750.1 	193.6	-39.8   	-3.3      	3.8     	0.868545 	75         	12           	9517     
498       	672.3   	-3.31 	4    	17.8     	074     	-111.952287	40.873982	3548.4      	3546.9      	750.6 	193.5	-40.0   	-3.3      	3.8     	0.868107 	75         	12           	9535     
499       	672.0   	-3.30 	4    	17.7     	075     	-111.952493	40.873935	3552.2      	3550.8      	751.1 	193.4	-40.2   	-3.3      	3.8     	0.867665 	75         	12           	9554     
500       	671.6   	-3.31 	4    	17.7     	075     	-111.952699	40.873889	3556.0      	3554.6      	751.6 	193.3	-40.3   	-3.3      	3.8     	0.867277 	75         	12           	9572     
501       	671.3   	-3.34 	4    	17.6     	075     	-111.952905	40.873842	3559.9      	3558.4      	752.2 	193.3	-40.4   	-3.3      	3.8     	0.866932 	75         	12           	9591     
502       	671.0   	-3.36 	4    	17.5     	075     	-111.953111	40.873796	3563.7      	3562.2      	752.7 	193.2	-40.5   	-3.3      	3.8     	0.866574 	75         	12           	9609     
503       	670.7   	-3.38 	4    	17.4     	075     	-111.953316	40.873749	3567.5      	3566.1      	753.2 	193.1	-40.6   	-3.4      	3.8     	0.866243 	75         	12           	9628     
504       	670.3   	-3.43 	4    	17.3     	076     	-111.953522	40.873703	3571.4      	3569.9      	753.7 	193.0	-40.7   	-3.4      	3.8     	0.865957 	75         	12           	9646     
505       	670.0   	-3.48 	4    	17.3     	076     	-111.953728	40.873656	3575.2      	3573.7      	754.3 	193.0	-40.8   	-3.5      	3.8     	0.865702 	75         	12           	9665     
506       	669.7   	-3.53 	3    	17.2     	076     	-111.953934	40.873610	3579.0      	3577.5      	754.8 	192.9	-41.0   	-3.5      	3.8     	0.865460 	75         	12           	9683     
507       	669.4   	-3.56 	3    	17.1     	076     	-111.954140	40.873563	3582.8      	3581.4      	755.4 	192.9	-41.2   	-3.5      	3.8     	0.865137 	75         	12           	9702     
508       	669.0   	-3.56 	3    	17.0     	077     	-111.954341	40.873521	3586.7      	3585.2      	755.9 	192.8	-41.3   	-3.5      	3.8     	0.864698 	75         	12           	9720     
509       	668.7   	-3.54 	3    	17.0     	077     	-111.954527	40.873493	3590.5      	3589.0      	756.3 	192.6	-41.4   	-3.5      	3.8     	0.864214 	75         	12           	9736     
510       	668.4   	-3.53 	3    	16.9     	077     	-111.954714	40.873464	3594.3      	3592.8      	756.9 	192.5	-41.6   	-3.5      	3.8     	0.863778 	75         	12           	9753     
511       	668.1   	-3.55 	3    	16.8     	077     	-111.954901	40.873435	3598.2      	3596.7      	757.4 	192.5	-41.7   	-3.5      	3.8     	0.863413 	75         	12           	9769     
512       	667.7   	-3.58 	3    	16.7     	078     	-111.955088	40.873407	3602.0      	3600.5      	757.9 	192.4	-41.8   	-3.6      	3.8     	0.863088 	75         	12           	9786     
513       	667.4   	-3.60 	3    	16.6     	078     	-111.955275	40.873378	3605.8      	3604.3      	758.4 	192.3	-41.9   	-3.6      	3.8     	0.862739 	75         	12           	9802     
514       	667.1   	-3.63 	3    	16.6     	078     	-111.955461	40.873349	3609.6      	3608.1      	758.9 	192.2	-42.0   	-3.6      	3.8     	0.862410 	75         	12           	9819     
515       	666.8   	-3.67 	3    	16.5     	078     	-111.955648	40.873321	3613.5      	3612.0      	759.5 	192.2	-42.1   	-3.6      	3.8     	0.862138 	75         	12           	9835     
516       	666.5   	-3.72 	3    	16.4     	079     	-111.955835	40.873292	3617.3      	3615.8      	760.0 	192.1	-42.1   	-3.7      	3.8     	0.861869 	75         	12           	9852     
517       	666.1   	-3.77 	3    	16.4     	079     	-111.956022	40.873263	3621.1      	3619.6      	760.6 	192.1	-42.2   	-3.7      	3.8     	0.861613 	75         	12           	9868     
518       	665.8   	-3.82 	3    	16.3     	079     	-111.956209	40.873235	3625.0      	3623.4      	761.1 	192.0	-42.3   	-3.8      	3.8     	0.861361 	75         	12           	9885     
519       	665.5   	-3.85 	3    	16.3     	079     	-111.956396	40.873206	3628.8      	3627.3      	761.6 	191.9	-42.3   	-3.8      	3.8     	0.861041 	75         	12           	9901     
520       	665.2   	-3.88 	3    	16.3     	079     	-111.956582	40.873177	3632.6      	3631.1      	762.2 	191.8	-42.4   	-3.9      	3.8     	0.860708 	75         	12           	9918     
521       	664.8   	-3.92 	3    	16.3     	079     	-111.956769	40.873149	3636.4      	3634.9      	762.7 	191.8	-42.4   	-3.9      	3.8     	0.860437 	75         	12           	9934     
522       	664.5   	-3.96 	3    	16.2     	079     	-111.956956	40.873120	3640.3      	3638.7      	763.2 	191.7	-42.5   	-3.9      	3.8     	0.860131 	75         	12           	9951     
523       	664.2   	-3.96 	3    	16.2     	079     	-111.957143	40.873091	3644.1      	3642.6      	763.7 	191.6	-42.5   	-3.9      	3.8     	0.859706 	75         	12           	9967     
524       	663.8   	-3.96 	3    	16.2     	079     	-111.957330	40.873063	3647.9      	3646.4      	764.2 	191.5	-42.6   	-3.9      	3.8     	0.859248 	75         	12           	9984     
525       	663.5   	-3.96 	3    	16.2     	079     	-111.957516	40.873034	3651.8      	3650.2      	764.7 	191.4	-42.6   	-3.9      	3.8     	0.858796 	75         	12           	10000    
526       	663.2   	-3.96 	3    	16.1     	079     	-111.957703	40.873005	3656.0      	3654.4      	765.3 	191.3	-42.6   	-3.9      	4.2     	0.858378 	75         	12           	10017    
527       	662.8   	-3.99 	3    	16.1     	079     	-111.957890	40.872977	3660.3      	3658.7      	765.9 	191.2	-42.7   	-4.0      	4.3     	0.858017 	75         	12           	10033    
528       	662.5   	-4.04 	3    	16.1     	079     	-111.958077	40.872948	3664.6      	3663.1      	766.5 	191.2	-42.7   	-4.0      	4.3     	0.857728 	75         	12           	10050    
529       	662.1   	-4.11 	3    	16.1     	079     	-111.958264	40.872919	3669.0      	3667.4      	767.2 	191.1	-42.8   	-4.1      	4.3     	0.857476 	75         	12           	10067    
530       	661.7   	-4.17 	3    	16.0     	079     	-111.958451	40.872891	3673.3      	3671.7      	767.8 	191.1	-42.8   	-4.2      	4.3     	0.857217 	75         	12           	10083    
531       	661.4   	-4.22 	3    	16.0     	079     	-111.958637	40.872862	3677.7      	3676.1      	768.4 	191.0	-42.9   	-4.2      	4.3     	0.856906 	75         	12           	10100    
532       	661.0   	-4.24 	3    	16.0     	079     	-111.958824	40.872833	3682.0      	3680.4      	769.0 	190.9	-42.9   	-4.2      	4.3     	0.856500 	75         	12           	10116    
533       	660.6   	-4.25 	3    	15.9     	079     	-111.959011	40.872805	3686.3      	3684.8      	769.6 	190.8	-42.9   	-4.2      	4.3     	0.856056 	75         	12           	10133    
534       	660.3   	-4.28 	3    	15.9     	079     	-111.959198	40.872776	3690.7      	3689.1      	770.2 	190.7	-42.8   	-4.3      	4.3     	0.855660 	75         	12           	10150    
535       	659.9   	-4.28 	3    	15.9     	079     	-111.959385	40.872747	3695.0      	3693.4      	770.7 	190.6	-42.8   	-4.3      	4.3     	0.855206 	75         	12           	10166    
536       	659.6   	-4.26 	3    	15.9     	079     	-111.959572	40.872719	3699.4      	3697.8      	771.3 	190.5	-42.8   	-4.2      	4.3     	0.854675 	75         	12           	10183    
537       	659.2   	-4.26 	3    	15.8     	079     	-111.959758	40.872690	3703.7      	3702.1      	771.9 	190.4	-42.8   	-4.2      	4.3     	0.854187 	75         	12           	10199    
538       	658.8   	-4.27 	3    	15.8     	079     	-111.959942	40.872662	3708.0      	3706.4      	772.5 	190.3	-42.8   	-4.2      	4.3     	0.853756 	75         	12           	10216    
539       	658.5   	-4.30 	3    	15.8     	079     	-111.960119	40.872635	3712.4      	3710.8      	773.1 	190.2	-42.8   	-4.3      	4.3     	0.853375 	75         	12           	10232    
540       	658.1   	-4.34 	3    	15.8     	079     	-111.960295	40.872608	3716.7      	3715.1      	773.7 	190.1	-42.9   	-4.3      	4.3     	0.853038 	75         	12           	10247    
541       	657.7   	-4.38 	3    	15.8     	079     	-111.960472	40.872581	3721.1      	3719.4      	774.3 	190.1	-42.9   	-4.4      	4.3     	0.852694 	75         	12           	10263    
542       	657.4   	-4.41 	3    	15.7     	079     	-111.960649	40.872553	3725.4      	3723.8      	774.9 	190.0	-43.0   	-4.4      	4.3     	0.852327 	75         	12           	10279    
543       	657.0   	-4.44 	3    	15.7     	079     	-111.960826	40.872526	3729.7      	3728.1      	775.5 	189.9	-43.0   	-4.4      	4.3     	0.851941 	75         	12           	10295    
